Multipole_ell,D_ell_LambdaCDM_Theory,D_ell_ECF_Theory
750,207.42336297084614,207.42336297084614
751,206.6829777324395,206.6829777324395
752,205.9484898865568,205.9484898865568
753,205.21966744032102,205.21966744032102
754,204.49628879442372,204.49628879442372
755,203.77814235952857,203.77814235952857
756,203.06502618212392,203.06502618212392
757,202.3567475798694,202.3567475798694
758,201.65312278645476,201.65312278645476
759,200.9539766059748,200.9539766059748
760,200.25914207680202,200.25914207680202
761,199.56846014492535,199.56846014492535
762,198.8817793467029,198.8817793467029
763,198.1989555009652,198.1989555009652
764,197.5198514103921,197.5198514103921
765,196.84433657206756,196.84433657206756
766,196.1722868971147,196.1722868971147
767,195.50358443929287,195.50358443929287
768,194.83811713243483,194.83811713243483
769,194.1757785365914,194.1757785365914
770,193.5164675927411,193.5164675927411
771,192.86008838591837,192.86008838591837
772,192.20654991660328,192.20654991660328
773,191.55576588021458,191.55576588021458
774,190.9076544545387,190.9076544545387
775,190.26213809492452,190.26213809492452
776,189.61914333707216,189.61914333707216
777,188.97860060723607,188.97860060723607
778,188.3404440396665,188.3404440396665
779,187.7046113011046,187.7046113011046
780,187.07104342215138,187.07104342215138
781,186.43968463532573,186.43968463532573
782,185.8104822196269,185.8104822196269
783,185.18338635141927,185.18338635141927
784,184.55834996145273,184.55834996145273
785,183.93532859783988,183.93532859783988
786,183.31428029480375,183.31428029480375
787,182.6951654470187,182.6951654470187
788,182.0779466893655,182.0779466893655
789,181.46258878192154,181.46258878192154
790,180.8490585000152,180.8490585000152
791,180.23732452916894,180.23732452916894
792,179.6273573647643,179.6273573647643
793,179.0191292162615,179.0191292162615
794,178.41261391580824,178.41261391580824
795,177.80778683108136,177.80778683108136
796,177.2046247821999,177.2046247821999
797,176.60310596255925,176.60310596255925
798,176.00320986343354,176.00320986343354
799,175.40491720220194,175.40491720220194
